,customerID,Recency,Monetary,Frequency
6218,6219,522,26.14,1
6219,6220,521,11.74,1
6220,6221,519,120.92,1
6221,6222,430,45.69,2
6222,6223,464,42.730000000000004,2
6223,6224,216,189.06,4
6224,6225,6,539.5600000000001,13
6225,6226,521,24.74,1
6226,6227,42,155.93,6
6227,6228,520,30.32,1
6228,6229,379,64.73,2
6229,6230,521,92.24,1
6230,6231,521,47.07,1
6231,6232,521,9.99,1
6232,6233,521,12.97,1
6233,6234,521,26.73,1
6234,6235,521,21.99,1
6235,6236,521,13.97,1
6236,6237,151,34.96,3
6237,6238,112,50.480000000000004,2
6238,6239,343,29.33,2
6239,6240,521,5.78,1
6240,6241,507,50.31999999999999,2
6241,6242,171,1040.48,16
6242,6243,224,236.38,6
6243,6244,69,519.27,21
6244,6245,521,13.97,1
6245,6246,521,30.52,1
6246,6247,521,20.3,1
6247,6248,301,78.94,4
6248,6249,104,238.80999999999997,6
6249,6250,463,43.1,2
6250,6251,77,74.55,4
6251,6252,521,31.87,1
6252,6253,104,114.96999999999998,5
6253,6254,437,267.97,3
6254,6255,521,27.94,1
6255,6256,521,179.01999999999998,1
6256,6257,52,75.78,2
6257,6258,521,16.99,1
6258,6259,521,41.69,1
6259,6260,432,57.86,2
6260,6261,67,212.67000000000002,5
6261,6262,521,38.5,1
6262,6263,521,39.33,1
6263,6264,179,133.87,4
6264,6265,521,30.97,1
6265,6266,232,238.49,5
6266,6267,521,29.97,1
6267,6268,521,15.36,1
6268,6269,464,89.4,2
6269,6270,15,164.22000000000003,5
6270,6271,521,12.97,1
6271,6272,517,19.28,1
6272,6273,168,414.86,14
6273,6274,521,26.14,1
6274,6275,521,27.94,1
6275,6276,521,45.68,1
6276,6277,521,44.97,1
6277,6278,521,12.77,1
6278,6279,521,37.9,1
6279,6280,521,6.79,1
6280,6281,521,40.11,1
6281,6282,370,138.63,2
6282,6283,23,391.37,5
6283,6284,521,6.79,1
6284,6285,26,1241.52,21
6285,6286,521,42.3,1
6286,6287,521,37.54,1
6287,6288,521,12.49,1
6288,6289,227,165.23,4
6289,6290,32,349.06000000000006,11
6290,6291,521,14.99,1
6291,6292,521,23.99,1
6292,6293,521,34.54,1
6293,6294,506,40.25,1
6294,6295,205,378.26000000000005,4
6295,6296,33,144.69,8
6296,6297,521,14.37,1
6297,6298,521,26.14,1
6298,6299,146,82.32,2
6299,6300,521,14.96,1
6300,6301,447,34.23,2
6301,6302,521,13.97,1
6302,6303,521,21.74,1
6303,6304,318,37.06,2
6304,6305,98,349.27,9
6305,6306,521,12.55,1
6306,6307,521,20.97,1
6307,6308,470,116.3,4
6308,6309,517,163.89,1
6309,6310,232,104.36,5
6310,6311,17,85.21,4
6311,6312,117,127.46000000000001,3
6312,6313,521,11.77,1
6313,6314,521,13.58,1
6314,6315,12,387.80000000000007,8
6315,6316,517,205.89999999999998,2
6316,6317,518,10.77,1
6317,6318,521,46.44,1
6318,6319,508,104.56,2
6319,6320,20,205.89999999999998,9
6320,6321,138,44.98,2
6321,6322,15,728.5,10
6322,6323,521,28.74,1
6323,6324,184,112.67,8
6324,6325,521,44.77,1
6325,6326,31,27.58,2
6326,6327,505,41.69,2
6327,6328,366,133.55,4
6328,6329,521,13.77,1
6329,6330,521,10.77,1
6330,6331,521,19.77,1
6331,6332,475,5.96,1
6332,6333,521,14.37,1
6333,6334,521,35.31,1
6334,6335,100,340.80999999999995,7
6335,6336,518,28.74,2
6336,6337,82,130.1,3
6337,6338,448,238.81,5
6338,6339,510,68.09,3
6339,6340,486,28.13,2
6340,6341,521,32.0,1
6341,6342,372,64.51,2
6342,6343,521,14.96,1
6343,6344,521,30.73,1
6344,6345,521,6.79,1
6345,6346,521,13.77,1
6346,6347,316,25.34,2
6347,6348,138,657.33,11
6348,6349,385,26.740000000000002,2
6349,6350,521,21.99,1
6350,6351,521,13.97,1
6351,6352,464,28.73,2
6352,6353,521,14.79,1
6353,6354,521,13.97,1
6354,6355,24,609.5000000000001,10
6355,6356,178,235.64,3
6356,6357,185,48.300000000000004,3
6357,6358,509,17.7,1
6358,6359,521,25.74,1
6359,6360,521,57.69,1
6360,6361,314,129.48000000000002,3
6361,6362,61,58.49,2
6362,6363,521,10.77,1
6363,6364,437,87.97999999999999,2
6364,6365,507,14.96,1
6365,6366,521,92.69,1
6366,6367,440,40.7,2
6367,6368,335,467.62,3
6368,6369,428,23.759999999999998,2
6369,6370,521,14.99,1
6370,6371,505,75.09,2
6371,6372,521,18.56,1
6372,6373,76,145.45999999999998,9
6373,6374,471,42.9,3
6374,6375,3,556.09,18
6375,6376,521,68.05,1
6376,6377,74,262.06,3
6377,6378,111,68.95,4
6378,6379,296,475.0400000000001,5
6379,6380,520,94.78,1
6380,6381,222,48.510000000000005,5
6381,6382,521,14.99,1
6382,6383,521,11.97,1
6383,6384,520,38.11,1
6384,6385,248,50.49,4
6385,6386,519,30.71,1
6386,6387,521,49.96,1
6387,6388,521,24.74,1
6388,6389,67,228.05,4
6389,6390,521,47.08,1
6390,6391,521,73.41,1
6391,6392,247,172.98,2
6392,6393,521,41.239999999999995,1
6393,6394,2,1019.69,12
6394,6395,521,0.0,1
6395,6396,371,155.82,5
6396,6397,107,458.16,11
6397,6398,521,19.99,1
6398,6399,227,51.690000000000005,2
6399,6400,521,18.76,1
6400,6401,521,9.98,1
6401,6402,521,23.0,1
6402,6403,369,19.04,2
6403,6404,117,297.23,9
6404,6405,42,276.24,5
6405,6406,510,60.84,2
6406,6407,462,43.53,1
6407,6408,330,109.75999999999999,3
6408,6409,120,236.54,2
6409,6410,521,19.99,1
6410,6411,521,12.77,1
6411,6412,147,249.04,2
6412,6413,521,11.77,1
6413,6414,521,42.17,1
6414,6415,212,35.52,4
6415,6416,521,16.36,1
6416,6417,521,26.13,1
6417,6418,521,28.34,1
6418,6419,148,38.04,3
6419,6420,9,77.46,2
6420,6421,499,108.67,2
6421,6422,521,9.97,1
6422,6423,10,498.0400000000001,22
6423,6424,113,24.450000000000003,2
6424,6425,20,69.32,3
6425,6426,383,50.089999999999996,3
6426,6427,521,71.62,1
6427,6428,509,55.87,1
6428,6429,521,11.77,1
6429,6430,491,50.739999999999995,2
6430,6431,521,13.97,1
6431,6432,61,492.59999999999997,15
6432,6433,521,6.79,1
6433,6434,311,80.08,4
6434,6435,521,32.74,1
6435,6436,521,30.32,1
6436,6437,521,14.96,1
6437,6438,245,83.68,3
6438,6439,520,50.3,1
6439,6440,521,15.76,1
6440,6441,512,23.54,1
6441,6442,281,85.41,4
6442,6443,521,10.77,1
6443,6444,521,77.24,1
6444,6445,304,229.04,4
6445,6446,521,14.99,1
6446,6447,515,41.44,2
6447,6448,520,52.15,1
6448,6449,302,43.11,2
6449,6450,521,47.14,1
6450,6451,310,29.33,2
6451,6452,16,168.39999999999998,4
6452,6453,490,225.01,1
6453,6454,519,6.79,1
6454,6455,501,82.47,2
6455,6456,520,18.28,1
6456,6457,521,15.36,1
6457,6458,521,208.77,1
6458,6459,521,12.77,1
6459,6460,521,58.9,1
6460,6461,521,14.96,1
6461,6462,204,319.08,8
6462,6463,193,100.11999999999999,3
6463,6464,378,46.67,2
6464,6465,280,76.96000000000001,2
6465,6466,521,43.35,1
6466,6467,521,39.75,1
6467,6468,199,224.68,6
6468,6469,193,28.35,2
6469,6470,475,112.41999999999999,2
6470,6471,311,47.28,2
6471,6472,521,24.98,1
6472,6473,521,30.76,1
6473,6474,482,87.61,2
6474,6475,426,64.43,3
6475,6476,521,19.98,1
6476,6477,521,11.97,1
6477,6478,521,20.53,1
6478,6479,367,124.12,3
6479,6480,521,31.99,1
6480,6481,521,34.75,1
6481,6482,14,731.04,10
6482,6483,521,70.24,1
6483,6484,115,43.84,2
6484,6485,498,32.76,2
6485,6486,521,40.91,1
6486,6487,92,70.85,3
6487,6488,513,88.03999999999999,2
6488,6489,52,153.61,5
6489,6490,521,15.36,1
6490,6491,199,128.21,3
6491,6492,32,119.89,3
6492,6493,198,43.35,2
6493,6494,39,445.47,11
6494,6495,462,37.75,2
6495,6496,163,126.86,7
6496,6497,155,42.730000000000004,3
6497,6498,520,13.97,1
6498,6499,163,360.32,5
6499,6500,10,632.45,9
6500,6501,116,101.61,2
6501,6502,520,14.37,1
6502,6503,520,12.49,1
6503,6504,520,24.99,1
6504,6505,511,28.34,2
6505,6506,520,38.5,1
6506,6507,520,58.73,1
6507,6508,40,147.64000000000001,5
6508,6509,520,12.77,1
6509,6510,406,58.89,5
6510,6511,520,42.95,1
6511,6512,520,14.96,1
6512,6513,520,43.3,1
6513,6514,520,21.97,1
6514,6515,41,176.25000000000003,5
6515,6516,520,21.74,1
6516,6517,520,26.13,1
6517,6518,520,39.48,1
6518,6519,480,60.099999999999994,2
6519,6520,519,17.54,1
6520,6521,31,168.79999999999998,9
6521,6522,516,20.67,1
6522,6523,520,9.98,1
6523,6524,520,14.37,1
6524,6525,278,50.730000000000004,2
6525,6526,8,989.18,24
6526,6527,520,19.99,1
6527,6528,493,62.44,3
6528,6529,343,681.23,13
6529,6530,520,75.48,1
6530,6531,520,13.97,1
6531,6532,303,203.07,2
6532,6533,520,14.99,1
6533,6534,520,20.37,1
6534,6535,520,26.14,1
6535,6536,489,15.36,1
6536,6537,520,59.26,1
6537,6538,520,38.53,1
6538,6539,520,135.7,1
6539,6540,520,29.75,1
6540,6541,128,218.92,9
6541,6542,465,80.69,2
6542,6543,184,175.08,7
6543,6544,520,11.77,1
6544,6545,99,46.25,2
6545,6546,48,170.73000000000002,5
6546,6547,520,15.96,1
6547,6548,520,31.76,1
6548,6549,520,10.99,1
6549,6550,520,59.82,1
6550,6551,520,14.96,1
6551,6552,268,50.53,2
6552,6553,520,12.97,1
6553,6554,520,12.97,1
6554,6555,503,191.99,2
6555,6556,520,50.67,1
6556,6557,283,133.87,2
6557,6558,85,238.45000000000002,7
6558,6559,465,39.94,2
6559,6560,479,56.459999999999994,2
6560,6561,520,15.36,1
6561,6562,17,414.55,13
6562,6563,317,38.510000000000005,2
6563,6564,29,92.28999999999999,3
6564,6565,508,35.04,1
6565,6566,420,101.05,4
6566,6567,54,89.72,4
6567,6568,135,148.63,3
6568,6569,7,4968.0,36
6569,6570,520,11.77,1
6570,6571,520,46.08,1
6571,6572,520,12.49,1
6572,6573,520,30.15,1
6573,6574,520,15.76,1
6574,6575,497,29.99,1
6575,6576,37,342.42,11
6576,6577,72,148.64,8
6577,6578,464,85.38,2
6578,6579,353,41.74,2
6579,6580,517,43.129999999999995,2
6580,6581,251,157.75,4
6581,6582,520,34.94,1
6582,6583,371,29.33,2
6583,6584,520,13.77,1
6584,6585,519,82.02,1
6585,6586,479,24.98,2
6586,6587,520,27.13,1
6587,6588,115,83.80999999999999,3
6588,6589,374,83.19,3
6589,6590,501,134.32999999999998,2
6590,6591,5,371.08,12
6591,6592,520,39.97,1
6592,6593,520,29.58,1
6593,6594,477,195.86,2
6594,6595,506,9.97,1
6595,6596,8,128.35,6
6596,6597,520,29.33,1
6597,6598,18,139.03,5
6598,6599,520,8.77,1
6599,6600,520,27.94,1
6600,6601,520,73.95,1
6601,6602,478,88.4,3
6602,6603,520,14.96,1
6603,6604,520,15.7,1
6604,6605,520,13.97,1
6605,6606,442,153.9,4
6606,6607,520,26.14,1
6607,6608,520,26.99,1
6608,6609,520,29.92,1
6609,6610,520,14.79,1
6610,6611,520,16.36,1
6611,6612,520,12.97,1
6612,6613,442,29.92,2
6613,6614,497,33.4,2
6614,6615,520,14.37,1
6615,6616,519,83.22,1
6616,6617,335,34.98,2
6617,6618,256,283.01,8
6618,6619,520,76.6,1
6619,6620,504,48.480000000000004,3
6620,6621,514,31.32,1
6621,6622,520,14.37,1
6622,6623,520,92.18,1
6623,6624,520,15.36,1
6624,6625,520,63.33,1
6625,6626,229,56.739999999999995,2
6626,6627,520,15.36,1
6627,6628,520,21.3,1
6628,6629,264,121.05,4
6629,6630,501,43.11,2
6630,6631,520,24.98,1
6631,6632,520,13.97,1
6632,6633,450,350.96999999999997,3
6633,6634,520,27.77,1
6634,6635,67,76.65,2
6635,6636,520,34.98,1
6636,6637,520,76.2,1
6637,6638,520,32.31,1
6638,6639,520,12.49,1
6639,6640,520,35.35,1
6640,6641,520,29.92,1
6641,6642,402,76.78,3
6642,6643,291,37.75,2
6643,6644,363,228.95,3
6644,6645,520,9.77,1
6645,6646,520,14.37,1
6646,6647,520,11.99,1
6647,6648,519,45.94,1
6648,6649,520,13.97,1
6649,6650,520,99.1,1
6650,6651,520,26.73,1
6651,6652,469,158.31,3
6652,6653,62,81.22,4
6653,6654,520,29.13,1
6654,6655,368,81.82,2
6655,6656,366,124.78,4
6656,6657,520,37.71,1
6657,6658,440,337.32000000000005,4
6658,6659,149,1015.7,23
6659,6660,520,12.97,1
6660,6661,481,24.14,1
6661,6662,520,15.36,1
6662,6663,128,407.06000000000006,12
6663,6664,520,16.36,1
6664,6665,520,4.79,1
6665,6666,520,20.0,1
6666,6667,371,56.989999999999995,2
6667,6668,45,66.55,4
6668,6669,36,305.02,11
6669,6670,185,36.68,2
6670,6671,383,103.34,3
6671,6672,520,19.76,1
6672,6673,505,14.37,1
6673,6674,20,1018.01,18
6674,6675,219,125.06,5
6675,6676,520,6.79,1
6676,6677,336,42.31,3
6677,6678,520,22.99,1
6678,6679,457,229.22000000000003,7
6679,6680,520,15.36,1
6680,6681,520,17.76,1
6681,6682,519,73.97,1
6682,6683,221,51.739999999999995,3
6683,6684,520,11.77,1
6684,6685,520,10.77,1
6685,6686,93,119.03000000000002,4
6686,6687,520,21.99,1
6687,6688,520,16.36,1
6688,6689,428,41.07,2
6689,6690,24,735.91,13
6690,6691,471,126.18999999999998,4
6691,6692,491,57.209999999999994,2
6692,6693,46,224.5,5
6693,6694,434,27.73,2
6694,6695,39,84.92,4
6695,6696,180,98.55,4
6696,6697,204,45.51,2
6697,6698,518,9.78,1
6698,6699,519,35.599999999999994,2
6699,6700,239,97.72,2
6700,6701,518,40.31,1
6701,6702,520,13.97,1
6702,6703,520,167.04,1
6703,6704,495,33.4,1
6704,6705,520,12.49,1
6705,6706,520,9.77,1
6706,6707,520,12.49,1
6707,6708,520,93.77,1
6708,6709,1,163.11,5
6709,6710,110,103.78,4
6710,6711,520,48.23,1
6711,6712,520,76.01,1
6712,6713,520,34.99,1
6713,6714,512,135.16,2
6714,6715,520,45.29,1
6715,6716,83,176.27000000000004,7
6716,6717,520,14.37,1
6717,6718,325,30.97,2
6718,6719,520,25.54,1
6719,6720,48,238.85000000000002,10
6720,6721,520,26.76,1
6721,6722,100,156.69,7
6722,6723,520,15.36,1
6723,6724,518,54.99,1
6724,6725,519,36.48,2
6725,6726,509,44.17,3
6726,6727,520,14.96,1
6727,6728,520,29.98,1
6728,6729,501,87.97,2
6729,6730,520,65.57,1
6730,6731,520,12.49,1
6731,6732,520,5.78,1
6732,6733,520,14.99,1
6733,6734,520,15.36,1
6734,6735,236,308.63,5
6735,6736,88,151.17999999999998,6
6736,6737,371,39.71,4
6737,6738,493,158.87,4
6738,6739,318,171.64,3
6739,6740,520,11.77,1
6740,6741,520,16.7,1
6741,6742,418,34.96,2
6742,6743,488,73.34,2
6743,6744,452,34.98,2
6744,6745,520,11.77,1
6745,6746,94,182.24,4
6746,6747,519,29.33,1
6747,6748,24,106.11,3
6748,6749,323,144.24,2
6749,6750,520,50.32,1
6750,6751,520,43.13,1
6751,6752,519,27.94,2
6752,6753,21,365.36,14
6753,6754,520,59.96,1
6754,6755,308,38.1,3
6755,6756,471,85.93,2
6756,6757,415,36.04,3
6757,6758,520,66.49,1
6758,6759,187,117.36,3
6759,6760,520,53.29,1
6760,6761,24,402.21999999999997,12
6761,6762,513,41.099999999999994,2
6762,6763,101,78.58,3
6763,6764,162,212.16000000000003,9
6764,6765,167,113.68,5
6765,6766,520,23.99,1
6766,6767,235,51.59,4
6767,6768,520,13.97,1
6768,6769,26,99.27000000000001,4
6769,6770,21,62.71,3
6770,6771,520,33.27,1
6771,6772,520,22.97,1
6772,6773,520,11.77,1
6773,6774,520,11.77,1
6774,6775,520,15.36,1
6775,6776,518,13.58,1
6776,6777,102,130.16,6
6777,6778,506,27.94,1
6778,6779,520,14.99,1
6779,6780,505,171.91,2
6780,6781,520,15.36,1
6781,6782,275,78.89,4
6782,6783,245,345.23,9
6783,6784,520,42.49,1
6784,6785,520,37.51,1
6785,6786,286,55.14,2
6786,6787,520,45.13,1
6787,6788,387,27.939999999999998,2
6788,6789,32,598.99,7
6789,6790,520,23.97,1
6790,6791,520,14.37,1
6791,6792,520,57.05,1
6792,6793,520,66.38,1
6793,6794,520,14.96,1
6794,6795,385,73.14000000000001,3
6795,6796,2,134.22,6
6796,6797,519,15.36,1
6797,6798,519,101.14,1
6798,6799,7,434.86,10
6799,6800,511,179.87,3
6800,6801,519,10.77,1
6801,6802,519,13.97,1
6802,6803,514,64.97,2
6803,6804,0,566.42,13
6804,6805,505,44.97,2
6805,6806,32,109.25999999999998,6
6806,6807,519,11.77,1
6807,6808,498,76.8,2
6808,6809,120,143.35,4
6809,6810,307,104.62,2
6810,6811,519,128.49,1
6811,6812,478,47.480000000000004,2
6812,6813,76,364.69000000000005,6
6813,6814,476,71.25,3
6814,6815,519,13.97,1
6815,6816,519,18.54,1
6816,6817,519,35.34,1
6817,6818,519,61.04,1
6818,6819,519,6.79,1
6819,6820,473,13.97,1
6820,6821,320,90.38,5
6821,6822,515,15.77,1
6822,6823,343,57.45,2
6823,6824,519,13.97,1
6824,6825,519,71.82,1
6825,6826,519,14.37,1
6826,6827,474,25.74,1
6827,6828,475,92.56,2
6828,6829,519,103.53,1
6829,6830,37,686.53,19
6830,6831,519,19.99,1
6831,6832,519,29.9,1
6832,6833,16,814.0,9
6833,6834,519,123.31,1
6834,6835,519,26.14,1
6835,6836,519,11.77,1
6836,6837,307,571.5799999999999,10
6837,6838,154,176.95,2
6838,6839,519,56.3,1
6839,6840,293,126.82,2
6840,6841,519,14.96,1
6841,6842,475,73.4,3
6842,6843,519,13.97,1
6843,6844,519,26.73,1
6844,6845,485,156.47,2
6845,6846,519,37.98,1
6846,6847,124,23.35,2
6847,6848,511,47.3,1
6848,6849,519,24.7,1
6849,6850,519,27.99,1
6850,6851,269,486.84999999999997,3
6851,6852,480,60.74,2
6852,6853,518,200.76,1
6853,6854,50,64.33999999999999,3
6854,6855,519,38.77,1
6855,6856,368,36.31,2
6856,6857,519,39.9,1
6857,6858,519,13.97,1
6858,6859,285,233.51000000000002,6
6859,6860,519,22.7,1
6860,6861,519,26.14,1
6861,6862,519,12.97,1
6862,6863,519,8.77,1
6863,6864,506,36.55,2
6864,6865,88,101.42999999999999,3
6865,6866,2,696.2900000000001,11
6866,6867,519,11.77,1
6867,6868,476,32.26,2
6868,6869,519,11.77,1
6869,6870,16,294.02,6
6870,6871,28,313.41,7
6871,6872,2,403.83,4
6872,6873,519,11.77,1
6873,6874,264,48.300000000000004,3
6874,6875,519,7.98,1
6875,6876,519,11.77,1
6876,6877,48,189.04000000000002,10
6877,6878,519,43.73,1
6878,6879,497,13.97,1
6879,6880,519,14.37,1
6880,6881,284,89.53999999999999,2
6881,6882,23,259.01,11
6882,6883,258,179.79999999999998,5
6883,6884,200,517.26,8
6884,6885,519,14.79,1
6885,6886,519,17.99,1
6886,6887,515,129.33,1
6887,6888,44,506.2600000000001,13
6888,6889,519,65.47,1
6889,6890,11,85.96,4
6890,6891,147,114.82,4
6891,6892,519,24.74,1
6892,6893,34,181.22,6
6893,6894,507,74.80000000000001,2
6894,6895,49,215.01,7
6895,6896,491,44.71,1
6896,6897,519,11.77,1
6897,6898,189,74.66,5
6898,6899,519,65.85,1
6899,6900,519,27.77,1
6900,6901,231,262.91999999999996,6
6901,6902,223,37.25,2
6902,6903,33,36.05,3
6903,6904,519,24.98,1
6904,6905,287,19.78,2
6905,6906,454,37.489999999999995,2
6906,6907,248,106.5,4
6907,6908,519,16.36,1
6908,6909,519,34.99,1
6909,6910,62,180.45,8
6910,6911,519,24.14,1
6911,6912,518,5.78,1
6912,6913,517,12.77,1
6913,6914,213,279.97,8
6914,6915,519,20.99,1
6915,6916,272,71.96,2
6916,6917,339,108.94999999999999,3
6917,6918,75,119.27,6
6918,6919,12,78.46000000000001,4
6919,6920,519,0.0,1
6920,6921,237,60.07,3
6921,6922,519,13.97,1
6922,6923,519,13.97,1
6923,6924,496,17.28,2
6924,6925,518,104.14999999999999,2
6925,6926,189,83.50999999999999,3
6926,6927,519,75.27,1
6927,6928,351,73.2,4
6928,6929,518,319.89,2
6929,6930,519,42.5,1
6930,6931,101,73.18,3
6931,6932,519,135.8,1
6932,6933,146,68.28,3
6933,6934,217,117.93,3
6934,6935,501,102.34,1
6935,6936,519,106.19,1
6936,6937,516,43.13,2
6937,6938,225,45.940000000000005,2
6938,6939,519,14.9,1
6939,6940,43,88.49,3
6940,6941,237,50.230000000000004,3
6941,6942,420,205.74,3
6942,6943,519,14.37,1
6943,6944,333,142.4,5
6944,6945,519,21.54,1
6945,6946,519,14.99,1
6946,6947,120,256.51,3
6947,6948,340,50.8,3
6948,6949,519,18.99,1
6949,6950,519,432.76,1
6950,6951,17,427.90000000000003,11
6951,6952,512,35.8,2
6952,6953,74,30.89,2
6953,6954,519,32.98,1
6954,6955,519,9.77,1
6955,6956,519,82.23,1
6956,6957,519,16.99,1
6957,6958,112,105.43999999999998,4
6958,6959,519,60.87,1
6959,6960,519,15.76,1
6960,6961,201,143.25,2
6961,6962,519,11.77,1
6962,6963,519,27.37,1
6963,6964,519,25.78,1
6964,6965,55,143.61,5
6965,6966,519,12.97,1
6966,6967,519,28.74,1
6967,6968,20,136.07,9
6968,6969,519,14.37,1
6969,6970,519,66.38,1
6970,6971,512,30.72,2
6971,6972,113,191.94,2
6972,6973,519,12.49,1
6973,6974,167,24.75,2
6974,6975,519,25.74,1
6975,6976,519,117.93,1
6976,6977,519,26.14,1
6977,6978,249,58.339999999999996,2
6978,6979,467,271.23,3
6979,6980,101,135.84,6
6980,6981,351,50.309999999999995,3
6981,6982,32,216.16,5
6982,6983,519,14.37,1
6983,6984,519,58.86,1
6984,6985,519,8.78,1
6985,6986,437,67.99000000000001,5
6986,6987,519,9.9,1
6987,6988,512,88.74,2
6988,6989,239,52.739999999999995,2
6989,6990,519,41.1,1
6990,6991,112,274.27000000000004,9
6991,6992,107,147.0,3
6992,6993,301,158.71,6
6993,6994,519,15.99,1
6994,6995,519,24.99,1
6995,6996,2,350.05,11
6996,6997,245,25.96,2
6997,6998,467,266.21,3
6998,6999,478,43.29,2
6999,7000,518,26.13,1
7000,7001,96,138.5,2
7001,7002,519,15.9,1
7002,7003,503,127.07,2
7003,7004,508,13.97,1
7004,7005,519,0.0,1
7005,7006,519,8.77,1
7006,7007,519,15.36,1
7007,7008,519,56.32,1
7008,7009,519,50.9,1
7009,7010,147,98.11999999999999,5
7010,7011,111,99.58999999999999,7
7011,7012,477,96.94,2
7012,7013,515,116.7,2
7013,7014,519,11.77,1
7014,7015,519,23.99,1
7015,7016,519,13.97,1
7016,7017,519,37.03,1
7017,7018,519,31.97,1
7018,7019,370,92.64,3
7019,7020,519,20.99,1
7020,7021,469,55.2,2
7021,7022,519,47.77,1
7022,7023,519,23.34,1
7023,7024,461,118.99,3
7024,7025,507,23.54,1
7025,7026,519,6.79,1
7026,7027,519,12.97,1
7027,7028,248,103.69999999999999,2
7028,7029,50,1044.98,14
7029,7030,413,149.51,4
7030,7031,519,66.74,1
7031,7032,489,41.69,2
7032,7033,113,159.81,2
7033,7034,502,99.17,2
7034,7035,1,97.23,5
7035,7036,517,11.76,2
7036,7037,283,44.31,2
7037,7038,259,226.42999999999998,4
7038,7039,480,20.94,2
7039,7040,519,24.74,1
7040,7041,519,17.7,1
7041,7042,519,14.37,1
7042,7043,519,31.48,1
7043,7044,519,6.79,1
7044,7045,519,25.74,1
7045,7046,519,29.73,1
7046,7047,519,16.36,1
7047,7048,519,39.99,1
7048,7049,519,12.97,1
7049,7050,519,23.98,1
7050,7051,519,52.86,1
7051,7052,211,286.52,5
7052,7053,391,91.81,2
7053,7054,209,39.239999999999995,3
7054,7055,518,30.13,1
7055,7056,519,43.89,1
7056,7057,38,100.86999999999999,5
7057,7058,519,13.97,1
7058,7059,22,94.4,4
7059,7060,519,36.99,1
7060,7061,21,99.15,4
7061,7062,511,27.94,1
7062,7063,107,156.30999999999997,3
7063,7064,355,49.97,3
7064,7065,519,35.31,1
7065,7066,31,642.19,8
7066,7067,42,145.27999999999997,6
7067,7068,519,27.94,1
7068,7069,372,35.599999999999994,2
7069,7070,441,78.49000000000001,3
7070,7071,519,23.54,1
7071,7072,100,38.63,4
7072,7073,416,68.63,2
7073,7074,519,15.36,1
7074,7075,519,31.96,1
7075,7076,221,72.77,2
7076,7077,519,14.37,1
7077,7078,519,17.99,1
7078,7079,506,59.71,2
7079,7080,110,85.08,3
7080,7081,519,26.78,1
7081,7082,295,116.81,2
7082,7083,356,50.269999999999996,3
7083,7084,519,14.37,1
7084,7085,468,46.68,3
7085,7086,192,272.63,7
7086,7087,418,21.740000000000002,2
7087,7088,519,9.97,1
7088,7089,519,11.77,1
7089,7090,379,81.43,3
7090,7091,436,46.68,2
7091,7092,519,75.44,1
7092,7093,52,17.259999999999998,2
7093,7094,519,14.37,1
7094,7095,519,10.97,1
7095,7096,375,97.0,3
7096,7097,383,125.87,4
7097,7098,114,48.73,3
7098,7099,518,54.47,1
7099,7100,518,12.49,1
7100,7101,359,330.62,4
7101,7102,283,267.79,9
7102,7103,231,116.68,3
7103,7104,487,97.61,2
7104,7105,518,15.7,1
7105,7106,518,37.47,1
7106,7107,146,151.85,7
7107,7108,518,14.96,1
7108,7109,518,25.37,1
7109,7110,518,14.79,1
7110,7111,351,354.42,4
7111,7112,518,28.99,1
7112,7113,162,144.03,6
7113,7114,518,6.79,1
7114,7115,514,15.36,1
7115,7116,374,23.54,2
7116,7117,505,73.03,2
7117,7118,507,47.849999999999994,2
7118,7119,148,111.37,2
7119,7120,66,332.38,10
7120,7121,518,11.77,1
7121,7122,461,49.47,2
7122,7123,328,83.19999999999999,3
7123,7124,518,29.58,1
7124,7125,518,11.77,1
7125,7126,477,57.760000000000005,2
7126,7127,477,68.62,2
7127,7128,62,151.14000000000001,8
7128,7129,518,13.97,1
7129,7130,30,388.53999999999996,7
7130,7131,267,146.6,2
7131,7132,495,13.97,1
7132,7133,518,37.51,1
7133,7134,518,23.54,1
7134,7135,375,32.769999999999996,2
7135,7136,518,32.29,1
7136,7137,518,10.0,1
7137,7138,78,151.52,4
7138,7139,104,257.24,10
7139,7140,518,99.76,1
7140,7141,518,44.69,1
7141,7142,250,54.690000000000005,4
7142,7143,518,21.76,1
7143,7144,60,1498.21,7
7144,7145,64,2079.39,72
7145,7146,518,40.7,1
7146,7147,346,174.6,2
7147,7148,203,400.16,6
7148,7149,518,11.77,1
7149,7150,518,17.76,1
7150,7151,57,158.94,5
7151,7152,357,545.47,7
7152,7153,518,62.9,1
7153,7154,276,126.33999999999999,3
7154,7155,112,125.45000000000002,3
7155,7156,518,34.75,1
7156,7157,393,82.2,2
7157,7158,518,58.31,1
7158,7159,518,26.14,1
7159,7160,75,23.259999999999998,2
7160,7161,518,18.99,1
7161,7162,375,21.75,2
7162,7163,518,382.62,1
7163,7164,287,37.67,2
7164,7165,497,29.92,2
7165,7166,303,98.55,2
7166,7167,518,30.32,1
7167,7168,411,74.80000000000001,2
7168,7169,518,14.96,1
7169,7170,107,81.33999999999999,3
7170,7171,518,46.48,1
7171,7172,18,88.68,4
7172,7173,219,250.94999999999996,6
7173,7174,490,27.96,2
7174,7175,518,14.37,1
7175,7176,42,247.64,10
7176,7177,162,270.84999999999997,11
7177,7178,518,11.77,1
